user,lemak,protein,karbohidrat,gula,class
1,0.0,0.0,0.0,0.0,0
0,0.11,0.13,11.35,10.69,0
1,10.71,53.57,20.38,3.57,1
1,4.84,20.35,0.0,0.0,1
0,9.71,28.89,0.0,0.0,0
2,3.69,18.86,0.0,0.0,1
0,2.33,17.73,0.0,0.0,0
1,4.24,20.04,0.0,0.0,1
0,0.81,19.31,0.0,0.0,0
2,8.02,17.28,0.0,0.0,1
1,5.6,17.83,0.0,0.0,0
2,7.17,22.86,0.0,0.0,1
3,2.82,16.38,0.0,0.0,1
3,13.33,18.09,8.04,0.0,1
3,17.9,24.6,4.0,0.0,2
0,1.91,18.99,0.0,0.0,0
3,11.9,16.36,0.0,0.0,1
0,0.67,17.81,0.0,0.0,0
3,0.86,22.83,0.0,0.0,1
0,0.86,22.76,0.0,0.0,0
3,2.37,62.82,0.0,0.0,1
0,0.41,15.27,0.0,0.0,0
0,3.17,17.78,0.0,0.0,0
1,12.67,18.2,7.54,0.0,1
1,0.69,18.99,0.0,0.0,0
1,0.7,18.5,0.0,0.0,0
0,4.93,17.54,0.0,0.0,0
3,11.66,18.44,0.0,0.0,1
0,14.95,23.65,0.0,0.0,1
3,16.23,11.01,21.66,1.65,2
2,1.93,12.41,0.0,0.0,0
0,2.37,15.24,0.0,0.0,0
0,1.73,9.07,7.41,0.0,0
3,1.02,19.38,0.0,0.0,1
0,1.3,24.84,0.0,0.0,0
1,0.45,16.32,0.0,0.0,0
1,0.55,19.99,0.0,0.0,0
3,0.96,25.23,0.0,0.0,1
3,1.33,18.56,0.0,0.0,1
3,1.61,22.54,0.0,0.0,1
0,13.84,14.37,0.0,0.0,0
1,9.04,17.96,0.0,0.0,0
2,11.59,23.03,0.0,0.0,1
2,18.0,14.19,9.64,7.71,2
1,12.37,24.58,0.0,0.0,1
2,13.88,16.39,0.0,0.0,1
0,0.64,18.99,0.0,0.0,0
3,1.06,17.66,0.0,0.0,1
1,13.89,18.6,0.0,0.0,1
3,17.81,23.85,0.0,0.0,2
0,6.3,23.19,0.0,0.0,0
2,2.0,20.28,0.0,0.0,1
1,7.89,20.07,0.0,0.0,1
3,6.3,19.29,0.0,0.0,1
0,6.32,23.59,0.0,0.0,0
2,6.73,20.53,0.0,0.0,1
3,1.52,14.48,0.0,0.0,1
2,3.79,19.35,0.0,0.0,1
0,4.86,24.81,0.0,0.0,0
1,1.54,15.31,0.0,0.0,0
1,1.87,18.51,0.0,0.0,0
3,0.91,16.64,0.0,0.0,1
2,0.92,19.39,0.0,0.0,0
0,1.18,24.86,0.0,0.0,0
1,0.69,19.26,0.0,0.0,0
2,0.88,24.69,0.0,0.0,1
0,1.22,19.14,0.0,0.0,0
2,0.98,19.44,0.0,0.0,0
2,0.41,12.19,0.0,0.0,0
2,1.18,23.48,0.0,0.0,1
2,9.47,18.48,0.0,0.0,1
2,12.14,23.69,0.0,0.0,1
3,1.34,18.36,0.0,0.0,1
3,1.62,22.23,0.0,0.0,1
2,6.42,22.32,1.5,0.0,1
1,0.7,16.41,0.0,0.0,0
1,15.3,13.41,0.0,0.0,1
0,20.14,17.65,0.0,0.0,0
0,6.34,19.84,0.0,0.0,0
3,4.32,18.28,0.0,0.0,1
0,10.43,19.93,0.0,0.0,0
3,3.77,20.14,0.0,0.0,1
2,5.5,21.43,0.0,0.0,1
0,5.93,21.62,0.0,0.0,0
1,7.5,27.36,0.0,0.0,1
2,4.4,20.5,0.0,0.0,1
2,4.97,19.68,0.0,0.0,1
0,4.69,22.25,0.0,0.0,0
3,5.57,26.48,0.0,0.0,1
3,7.39,23.59,0.0,0.0,1
2,11.45,24.62,0.0,0.0,1
1,10.45,20.86,0.54,0.43,1
3,2.73,18.88,0.0,0.0,1
0,2.0,18.43,0.0,0.0,0
1,2.56,23.63,0.0,0.0,0
0,3.61,16.74,0.0,0.0,0
0,13.77,16.93,0.0,0.0,0
1,4.51,20.98,0.0,0.0,1
3,13.82,18.62,6.39,0.0,1
2,2.41,20.21,0.0,0.0,1
1,1.63,26.02,0.0,0.0,0
3,2.42,17.63,0.0,0.0,1
0,3.1,22.6,0.0,0.0,0
2,1.34,20.51,0.0,0.0,1
3,1.72,26.3,0.0,0.0,1
2,4.9,18.51,0.0,0.0,1
0,4.04,16.14,0.0,0.0,0
1,5.18,20.7,0.0,0.0,1
2,4.4,31.2,0.0,0.0,1
1,2.32,16.76,0.0,0.0,0
0,0.7,19.4,0.0,0.0,0
0,0.9,15.18,6.85,0.0,0
3,6.65,19.66,0.0,0.0,1
3,7.93,23.45,0.0,0.0,1
2,2.31,17.5,0.0,0.0,0
1,4.69,24.49,0.0,0.0,1
1,6.61,20.77,0.0,0.0,1
0,3.46,20.48,0.0,0.0,0
2,5.82,22.92,0.0,0.0,1
2,4.9,23.33,0.0,0.0,1
3,6.28,29.91,0.0,0.0,1
1,8.21,29.13,0.0,0.0,1
1,0.96,19.44,0.0,0.0,0
2,1.01,22.0,0.0,0.0,1
3,8.08,26.53,0.0,0.0,1
3,2.97,23.62,0.0,0.0,1
1,0.49,24.4,0.0,0.0,0
1,9.26,16.04,9.41,0.0,0
0,2.95,16.05,0.0,0.0,0
3,5.86,19.09,0.0,0.0,1
2,0.93,23.4,0.0,0.0,1
3,1.31,18.31,0.0,0.0,1
3,1.69,23.48,0.0,0.0,1
1,2.39,17.5,0.0,0.0,0
0,5.24,23.14,0.0,0.0,0
3,0.6,18.29,0.0,0.0,1
0,1.54,19.35,0.0,0.0,0
0,0.46,7.62,15.0,6.25,0
0,1.08,18.06,0.04,0.0,0
0,0.74,17.88,0.0,0.0,0
0,0.74,17.88,0.0,0.0,0
2,7.52,20.21,0.48,0.0,1
2,0.97,17.41,0.74,0.0,0
0,1.18,18.5,0.0,0.0,0
3,0.95,15.97,0.0,0.0,1
2,1.2,16.77,0.0,0.0,0
1,0.75,16.52,0.0,0.0,0
2,0.86,19.0,0.0,0.0,0
2,1.01,13.61,0.91,0.0,0
2,12.28,21.39,11.47,0.8,1
0,1.7,22.78,1.52,0.0,0
1,1.36,20.42,0.0,0.0,0
2,1.47,12.39,9.13,0.0,0
2,1.51,20.6,2.43,0.0,1
0,0.76,17.1,6.01,0.0,0
0,6.78,19.63,11.05,0.0,0
0,0.96,14.67,3.57,0.0,0
2,11.15,14.24,10.33,0.0,1
1,1.95,25.55,5.13,0.0,0
0,1.59,24.25,5.9,0.0,0
0,0.02,0.4,0.1,0.0,0
1,0.7,16.24,0.82,0.0,0
3,2.24,11.9,3.69,0.0,1
1,4.48,23.8,7.39,0.0,1
1,1.04,14.91,2.2,0.0,0
3,1.71,5.71,2.72,0.62,0
3,12.58,8.77,11.62,0.0,1
0,3.42,11.42,5.45,1.23,0
1,2.47,7.06,3.91,0.0,0
0,2.3,9.45,4.95,0.0,0
2,0.49,12.06,3.18,0.0,0
0,10.94,18.07,10.13,0.0,0
3,0.41,12.77,10.62,0.0,1
3,1.38,15.58,3.08,0.0,1
3,7.48,17.94,7.79,0.0,1
3,0.4,23.84,7.76,0.0,1
2,0.8,47.68,15.52,0.0,1
1,4.32,18.28,0.0,0.0,0
3,5.5,21.43,0.0,0.0,1
0,6.05,19.78,0.0,0.0,0
0,7.31,20.47,0.0,0.0,0
0,8.21,29.13,0.0,0.0,0
1,0.82,25.51,0.0,0.0,0
0,8.08,26.53,0.0,0.0,0
2,2.97,23.62,0.0,0.0,1
1,4.73,24.18,0.0,0.0,1
0,2.99,22.73,0.0,0.0,0
2,5.44,25.69,0.0,0.0,1
3,1.04,24.76,0.0,0.0,1
2,10.28,22.15,0.0,0.0,1
3,0.5,18.73,0.0,0.0,1
2,0.88,24.35,0.0,0.0,1
3,0.9,23.72,0.0,0.0,1
1,6.32,22.49,0.0,0.0,1
0,17.74,18.42,0.0,0.0,0
2,17.79,21.01,0.0,0.0,1
3,0.82,24.35,0.0,0.0,1
0,1.36,22.64,0.0,0.0,0
2,2.56,26.0,0.0,0.0,1
3,10.12,25.73,0.0,0.0,2
3,8.63,26.32,0.0,0.0,1
2,1.95,18.56,0.0,0.0,0
2,1.56,24.54,0.0,0.0,1
3,1.26,24.92,0.0,0.0,1
3,1.17,21.33,0.0,0.0,1
0,8.23,28.62,1.92,0.0,0
2,19.62,17.19,0.0,0.0,1
1,8.13,25.44,0.0,0.0,1
1,13.38,25.72,0.0,0.0,1
0,4.83,25.82,0.0,0.0,0
3,5.28,24.58,0.0,0.0,1
1,3.5,24.21,0.0,0.0,1
2,4.63,21.46,0.0,0.0,1
3,17.65,21.71,0.0,0.0,2
3,6.28,23.73,0.0,0.0,1
0,2.97,21.49,0.0,0.0,0
1,0.9,24.87,0.0,0.0,0
1,8.47,26.63,0.0,0.0,1
0,1.29,28.21,0.0,0.0,0
3,0.59,29.15,0.0,0.0,1
3,3.78,20.58,0.0,0.0,1
1,7.51,24.47,0.0,0.0,1
1,3.06,22.44,0.0,0.0,1
0,6.72,29.67,0.0,0.0,0
1,1.24,22.32,0.95,0.0,0
2,1.51,23.72,0.0,0.0,1
2,1.94,26.41,3.12,0.0,1
3,1.4,32.48,1.64,0.0,1
3,2.08,29.82,4.4,0.0,1
3,4.6,18.9,9.9,0.0,1
1,0.9,22.64,0.0,0.0,0
2,2.85,18.47,0.0,0.0,0
1,5.94,15.23,0.0,0.0,0
0,7.19,18.44,0.0,0.0,0
1,13.42,20.42,0.0,0.0,1
0,12.35,22.1,0.0,0.0,1
0,7.67,21.27,0.0,0.0,0
3,8.23,24.3,0.0,0.0,1
3,6.18,19.94,0.0,0.0,1
3,7.38,23.8,0.0,0.0,1
3,0.97,14.85,0.0,0.0,1
2,1.3,17.52,0.0,0.0,0
2,2.65,8.87,4.23,0.96,0
1,1.55,5.22,5.53,0.0,0
0,2.12,7.0,7.28,0.0,0
1,4.3,23.45,0.0,0.0,1
3,1.2,26.3,1.7,0.0,1
1,11.72,12.69,13.96,0.0,1
0,10.43,11.97,11.85,0.0,0
3,7.17,20.63,0.0,0.0,1
2,5.02,23.1,0.0,0.0,1
3,1.7,20.08,0.0,0.0,1
0,2.65,26.15,0.0,0.0,0
2,5.87,26.33,0.0,0.0,1
1,4.21,24.62,0.0,0.0,1
1,0.19,17.17,0.0,0.0,0
3,0.26,19.42,0.0,0.0,1
1,0.2,17.54,0.0,0.0,0
2,0.25,20.42,0.0,0.0,1
2,0.51,20.1,0.0,0.0,1
0,0.28,23.98,0.2,0.0,0
2,2.73,21.23,0.0,0.0,1
3,0.53,19.87,62.9,0.0,1
0,0.1,7.52,24.77,0.0,0
3,0.03,3.8,55.01,0.0,1
1,0.12,3.29,60.72,0.0,0
1,5.15,5.54,21.63,0.0,0
1,0.37,4.75,21.14,7.96,0
0,3.45,6.38,16.91,0.0,0
1,6.57,6.75,15.39,6.53,1
2,1.55,5.19,19.99,0.0,0
0,0.89,4.52,21.57,8.23,0
1,0.93,5.15,18.69,5.67,0
1,1.42,21.6,62.36,2.12,1
3,0.54,8.86,23.71,0.32,0
0,0.9,21.25,63.25,2.12,1
1,0.35,8.18,24.35,0.32,0
3,0.29,6.03,16.55,0.23,0
2,1.23,23.03,60.05,0.0,1
1,0.46,9.34,24.46,0.0,0
1,0.28,5.54,15.12,0.0,0
2,2.02,18.81,64.11,0.0,1
0,0.76,7.05,24.02,0.0,0
1,1.14,21.86,62.37,2.26,1
0,0.45,8.33,21.09,0.0,0
0,0.39,7.37,21.02,1.41,0
2,0.83,23.58,60.01,2.23,2
3,0.5,8.67,22.8,0.32,0
0,0.6,5.22,14.5,1.85,0
2,0.25,24.37,59.8,0.0,1
3,0.09,9.13,22.41,0.0,0
2,1.06,22.53,61.29,2.1,2
3,0.5,8.67,22.8,0.32,0
1,0.36,5.22,14.83,1.85,0
3,0.45,25.33,58.33,0.0,2
2,0.17,9.49,21.85,0.0,0
0,1.5,22.33,60.75,3.88,1
0,0.62,8.23,26.05,0.37,0
3,0.43,7.53,20.45,0.28,0
2,1.13,20.96,64.19,2.14,2
1,0.49,9.06,27.91,0.36,0
0,1.23,21.42,62.55,2.11,1
1,0.65,9.01,26.22,0.34,0
2,0.56,4.6,15.18,1.02,0
2,1.18,21.11,62.25,0.0,1
3,0.64,8.97,25.81,0.0,1
2,2.6,22.0,60.7,0.0,1
0,1.08,9.16,25.28,0.34,0
2,0.85,23.36,60.27,2.11,2
2,0.35,9.73,25.09,0.34,0
3,0.29,7.26,21.2,0.29,0
1,1.53,26.12,58.29,5.7,2
2,0.4,7.6,19.65,1.82,0
3,0.22,5.47,12.41,0.0,0
3,0.65,4.62,88.88,49.08,2
1,6.04,20.47,62.95,10.7,2
1,2.59,8.86,27.42,4.8,0
3,1.95,4.92,13.49,0.0,0
1,3.76,6.12,13.24,1.65,0
2,2.07,23.85,59.64,0.0,1
2,0.71,8.13,20.32,0.0,0
1,1.26,23.52,60.03,6.9,2
0,0.53,7.73,20.76,3.3,0
1,0.55,4.74,13.63,0.0,0
2,1.6,2.74,16.53,0.0,0
2,1.69,23.9,60.74,0.0,1
2,0.58,8.14,20.69,0.0,0
1,1.06,24.63,63.35,2.03,1
3,0.38,9.02,20.13,1.8,1
2,0.69,21.46,63.38,8.5,2
0,0.38,7.8,20.88,2.9,0
1,0.17,4.93,14.91,0.0,0
1,0.93,20.62,62.83,8.32,2
1,0.38,8.04,23.31,0.0,0
3,9.74,36.17,40.37,0.0,2
1,2.92,15.57,9.88,0.0,0
3,1.61,22.94,61.52,0.0,2
3,0.55,7.81,20.96,0.0,0
1,1.15,23.86,62.62,6.6,2
3,0.38,7.02,19.15,2.0,1
2,0.06,0.16,86.09,0.0,1
2,1.64,25.21,58.99,0.0,1
3,0.55,7.54,18.34,2.01,1
3,1.16,23.82,63.74,8.0,2
3,0.39,8.34,21.1,2.9,1
3,49.24,25.8,16.13,4.72,2
2,22.01,13.5,21.26,2.47,1
2,52.5,28.03,15.26,4.18,2
3,49.66,24.35,21.26,4.9,2
3,49.6,26.15,15.83,0.0,2
0,49.04,28.01,17.45,0.0,1
2,47.58,25.09,20.91,0.0,1
0,51.24,27.04,16.3,0.0,1
2,48.75,25.19,16.54,3.95,2
1,48.62,25.87,19.86,0.0,1
1,49.94,24.06,21.57,8.41,2
1,51.36,22.21,22.31,10.49,2
3,0.55,52.2,34.7,8.22,2
1,21.9,33.8,31.27,0.0,1
2,1.49,21.7,62.78,0.0,1
3,0.38,6.76,23.25,0.0,0
3,2.01,4.98,13.55,0.54,0
1,29.52,11.69,5.31,0.0,1
1,2.97,41.71,34.71,0.0,1
3,18.16,20.28,8.09,0.0,2
0,19.94,36.49,30.16,7.33,2
3,8.97,18.21,8.36,3.0,1
3,25.4,38.55,30.22,4.2,2
0,21.62,43.32,28.98,0.0,1
1,6.01,12.79,25.37,6.2,1
0,11.0,19.4,12.68,4.89,1
2,10.8,20.29,7.64,0.0,1
0,20.65,37.81,31.92,7.5,2
2,21.86,38.09,30.38,7.61,2
2,1.22,51.46,33.92,16.42,2
3,8.9,49.81,30.63,9.33,2
0,2.39,49.2,35.89,0.0,0
3,1.75,3.27,6.28,3.99,1
1,0.46,63.63,25.41,20.0,2
3,3.39,88.32,0.0,0.0,1
1,0.57,8.14,4.93,0.4,0
1,0.1,10.51,5.57,1.7,0
1,0.51,7.0,7.84,1.3,0
0,4.17,9.04,2.85,0.6,0
1,3.69,7.17,1.18,0.7,0
2,30.34,52.47,10.03,0.0,1
2,20.18,18.82,8.86,2.72,1
0,1.73,3.52,12.23,0.0,0
1,8.0,8.92,4.38,0.0,0
2,1.31,24.33,61.91,0.0,1
3,0.45,8.29,21.09,0.0,0
3,16.32,29.65,41.71,0.0,2
0,5.84,10.62,14.94,0.0,0
3,8.59,4.86,20.12,0.27,1
2,17.8,13.31,31.84,0.0,1
1,1.47,2.6,4.92,3.65,0
3,2.17,23.91,63.1,0.0,2
3,1.05,7.98,21.49,3.8,1
3,0.9,6.99,20.22,0.54,0
2,6.3,15.7,14.27,1.07,1
3,54.89,24.8,14.23,6.35,2
0,34.0,25.9,35.65,9.28,2
2,50.81,25.72,18.75,10.47,2
1,51.47,26.06,17.69,10.94,2
0,6.69,22.39,57.82,10.85,2
0,9.6,7.9,14.29,0.0,0
3,5.26,9.98,1.18,0.71,1
3,9.99,12.68,4.39,0.0,1
3,2.7,4.8,2.9,1.31,1
3,2.7,6.9,2.4,1.27,1
1,1.9,7.4,2.0,0.99,0
1,0.8,6.3,1.1,0.45,0
2,0.7,7.0,1.0,0.42,0
1,1.53,2.26,9.95,7.86,0
0,49.54,21.93,23.98,6.5,1
0,1.53,2.26,9.95,7.86,0
3,0.87,5.28,13.5,0.59,0
3,0.45,5.34,13.5,0.61,0
3,6.93,5.0,15.47,0.0,1
1,11.38,19.91,7.62,0.0,1
0,1.92,3.85,23.08,10.0,0
1,1.15,4.62,19.23,6.15,0
0,0.0,4.17,10.83,2.5,0
0,0.0,3.33,11.67,3.33,0
3,0.0,4.17,11.67,3.33,1
3,1.7,8.3,1.3,0.2,0
2,6.3,12.4,2.8,0.6,1
2,5.2,10.1,2.6,0.4,1
1,4.4,8.9,2.3,0.3,0
1,2.5,4.8,1.4,0.2,0
0,1.6,2.9,4.5,2.0,0
3,1.8,3.2,4.5,2.0,1
2,0.82,1.6,4.1,2.9,0
3,1.61,2.86,1.74,0.41,0
2,1.99,2.94,3.45,2.53,0
2,0.77,2.38,3.51,2.61,0
1,0.64,2.1,8.24,7.13,0
0,0.85,2.62,3.85,0.41,0
1,0.62,1.65,7.2,3.5,0
0,0.04,2.47,4.14,3.65,0
0,0.04,2.47,8.51,3.65,0
0,1.65,2.88,3.29,2.47,0
2,1.44,2.47,4.12,2.88,0
0,1.44,2.06,9.47,7.82,0
1,0.82,2.47,3.29,2.47,0
3,0.82,2.47,4.12,2.88,1
3,0.62,2.06,9.05,7.82,1
2,2.06,2.88,3.29,2.47,0
2,1.44,2.47,4.53,2.88,0
3,1.44,2.47,5.76,2.88,1
3,1.65,2.88,1.65,0.41,0
3,1.65,2.47,7.82,6.58,1
1,1.64,2.46,12.3,9.84,0
1,1.44,2.47,7.82,5.76,0
3,1.44,2.06,9.05,7.41,1
2,1.44,2.06,10.29,9.47,1
2,1.76,2.64,13.66,10.57,1
0,1.76,2.94,14.71,10.59,0
1,1.76,2.64,9.69,5.29,0
2,1.18,2.35,18.24,12.94,1
1,1.18,2.35,17.65,12.94,1
2,1.18,2.35,18.82,14.71,1
2,1.18,2.35,17.06,11.76,1
1,1.18,2.35,17.06,12.35,1
3,1.18,2.35,17.65,12.35,1
2,1.18,2.35,17.06,10.59,1
3,6.67,0.0,6.67,0.0,1
3,6.67,0.0,20.0,20.0,2
2,6.67,0.0,20.0,20.0,1
0,3.5,8.76,0.74,0.3,0
2,1.1,8.21,0.0,0.0,0
2,4.9,10.18,1.82,0.4,1
0,3.4,9.19,1.71,0.3,0
0,5.9,13.24,2.16,1.1,0
0,4.6,10.07,1.53,0.5,0
0,4.2,9.08,1.52,0.4,0
2,2.4,4.82,0.58,0.2,0
0,2.71,6.38,2.19,0.53,0
2,4.19,10.92,0.97,0.4,1
1,0.1,7.52,24.77,0.0,0
0,0.54,8.86,23.71,0.32,0
0,0.29,6.03,16.55,0.23,0
3,0.35,8.18,24.35,0.32,0
0,0.46,9.34,24.46,0.0,0
3,0.76,7.05,24.02,0.0,0
0,0.45,8.33,21.09,0.0,0
3,0.39,7.37,21.02,1.41,1
3,0.5,8.67,22.8,0.32,0
2,0.09,9.13,22.41,0.0,0
0,0.5,8.67,22.8,0.32,0
2,0.93,8.12,20.8,0.0,0
0,0.17,9.49,21.85,0.0,0
3,0.36,5.22,14.83,1.85,1
3,0.62,8.23,26.05,0.37,1
2,0.49,9.06,27.91,0.36,0
0,0.65,9.01,26.22,0.34,0
2,0.97,7.04,20.77,0.0,0
2,0.64,8.97,25.81,0.0,0
1,0.56,4.6,15.18,1.02,0
1,1.08,9.16,25.28,0.34,0
3,0.35,9.73,25.09,0.34,1
1,0.4,7.6,19.65,1.82,0
0,2.59,8.86,27.42,4.8,0
3,2.77,7.05,22.53,4.01,1
1,2.47,7.04,22.87,4.0,0
2,1.95,4.92,13.49,2.59,0
3,0.71,8.13,20.32,0.0,0
0,0.53,7.73,20.76,3.3,0
1,0.58,8.14,20.7,0.0,0
0,0.38,9.02,19.54,1.8,0
3,0.38,7.8,20.88,2.9,1
3,0.38,8.04,23.31,0.0,0
0,2.92,15.57,9.29,0.0,0
3,0.55,7.81,20.96,0.0,0
3,0.38,7.02,19.15,2.0,1
2,0.55,7.54,18.34,2.01,0
3,0.39,8.34,20.51,2.9,1
2,52.5,28.03,15.26,4.18,2
2,49.66,24.35,21.26,4.9,2
2,49.04,28.01,17.45,0.0,1
1,51.24,27.04,16.3,0.0,1
0,48.62,25.87,19.86,0.0,1
2,49.94,24.06,21.57,8.41,2
0,51.36,22.21,22.31,10.49,2
1,54.17,24.47,17.0,3.11,1
3,0.38,6.76,23.25,0.0,0
3,2.01,4.98,13.55,0.54,0
1,8.97,18.21,8.36,2.36,1
3,25.4,38.55,30.22,0.0,2
2,0.46,63.63,25.41,20.0,2
3,0.53,88.32,2.59,0.0,1
1,0.3,9.05,5.59,0.5,0
3,0.31,8.19,14.44,5.63,1
2,8.72,17.27,2.78,0.0,1
1,4.78,8.08,1.87,0.62,0
3,30.34,52.43,8.3,0.0,2
1,20.18,18.82,8.86,0.0,1
1,8.0,8.15,5.15,0.0,0
0,0.45,8.29,21.09,0.0,0
2,5.84,10.62,14.94,0.0,1
2,13.5,19.4,5.5,0.8,1
0,4.7,23.1,4.9,0.3,0
2,5.6,16.3,7.4,1.0,1
3,6.2,10.2,10.4,0.9,1
3,1.2,22.2,3.7,0.8,1
1,2.8,21.9,8.2,1.2,1
1,4.6,15.1,8.3,0.6,0
0,11.8,21.3,4.4,0.3,1
2,4.5,10.4,10.9,1.3,1
3,1.0,19.4,4.1,0.4,1
1,0.7,14.7,3.7,0.1,0
3,10.3,13.4,3.4,0.1,1
2,2.7,14.3,4.9,0.0,0
1,4.8,15.8,4.3,0.7,0
3,1.5,23.29,7.3,0.2,1
3,7.2,10.2,7.5,0.3,1
2,15.2,15.0,5.6,0.2,1
0,15.5,14.5,5.5,0.6,0
0,1.2,19.9,4.6,0.3,0
1,1.2,20.7,5.1,0.5,0
0,2.9,18.6,6.2,0.6,0
2,8.9,14.6,4.1,0.5,1
0,9.7,23.6,5.1,0.1,0
2,8.0,16.1,4.3,0.8,1
3,14.5,18.6,9.9,2.1,2
1,13.5,16.0,6.9,1.0,1
1,9.1,23.7,8.0,1.4,1
1,4.7,20.2,5.0,0.8,1
3,17.6,19.6,6.0,0.2,1
0,16.1,18.5,7.9,2.4,1
1,10.4,19.7,9.6,1.2,1
0,26.6,12.4,14.3,0.8,0
1,11.3,17.8,5.7,3.2,1
0,8.3,23.7,12.6,2.2,1
1,26.6,12.4,14.3,0.8,1
2,6.1,19.2,6.8,1.0,1
2,9.3,23.9,8.5,1.2,1
3,13.2,24.0,5.9,0.3,2
0,6.2,11.4,18.2,5.0,0
3,8.2,14.3,9.2,0.5,1
0,8.6,15.5,14.0,2.6,0
2,11.0,14.1,22.6,2.8,1
0,10.0,14.4,21.8,2.2,0
1,7.0,11.8,22.9,2.0,1
0,7.0,13.6,31.1,1.5,1
1,3.5,11.2,36.0,11.0,2
1,4.7,13.2,32.6,8.0,1
0,4.6,20.2,9.9,1.4,1
3,3.9,6.5,22.0,3.6,1
0,4.6,7.2,22.1,0.6,0
1,4.4,15.2,6.8,0.4,0
0,3.3,5.9,22.1,1.2,0
3,3.6,5.5,23.7,2.6,1
2,3.6,4.1,24.0,2.0,1
2,7.2,26.3,13.6,5.9,2
2,4.8,12.8,10.2,0.2,1
2,2.3,11.4,24.6,17.2,1
1,16.5,19.5,6.1,1.2,1
1,7.7,14.9,12.6,1.8,1
1,7.4,21.8,8.5,0.2,1
0,2.3,7.1,14.4,1.7,0
1,10.5,22.8,8.9,0.6,1
1,3.5,5.3,17.3,6.0,1
1,4.8,12.8,10.2,0.2,0
1,5.8,17.7,9.9,1.1,1
3,8.1,9.3,37.5,4.0,1
0,6.5,15.5,19.8,1.1,0
1,12.8,12.1,25.2,3.0,1
3,9.1,11.2,20.5,2.0,1
3,8.3,23.7,12.6,2.2,2
3,12.1,10.7,17.8,2.1,2
1,8.6,14.2,24.1,1.3,1
1,9.4,14.3,18.7,1.1,1
2,4.8,10.4,18.9,0.6,1
1,4.1,14.4,10.2,1.4,1
3,12.2,9.6,16.9,3.5,1
3,5.2,5.8,15.9,1.8,1
3,11.6,9.2,17.0,2.2,1
3,6.3,5.9,11.7,2.3,1
1,4.63,21.7,1.4,0.0,1
3,21.59,16.88,0.0,0.0,1
1,20.94,24.52,0.0,0.0,1
2,5.25,20.29,0.0,0.0,1
1,9.52,28.22,0.0,0.0,1
3,70.61,6.65,0.0,0.0,1
0,59.18,12.16,0.0,0.0,0
1,13.38,18.91,0.0,0.0,1
1,13.46,28.37,0.0,0.0,1
1,3.29,21.08,0.0,0.0,1
0,6.02,31.01,0.0,0.0,0
0,17.07,17.91,0.0,0.0,0
3,16.48,25.55,0.0,0.0,2
3,4.51,20.56,0.0,0.0,1
3,7.74,28.3,0.0,0.0,1
2,13.49,18.58,0.0,0.0,1
2,12.45,26.41,0.0,0.0,1
2,4.19,20.52,0.0,0.0,1
0,6.67,28.17,0.0,0.0,0
1,22.11,16.94,0.0,0.0,1
3,20.67,24.63,0.0,0.0,2
3,5.08,20.55,0.0,0.0,1
0,9.17,28.35,0.0,0.0,0
0,26.63,16.32,0.0,0.0,0
1,23.08,25.17,0.0,0.0,1
3,23.59,22.55,0.0,0.0,2
2,5.94,20.88,0.0,0.0,1
0,9.73,29.99,0.0,0.0,0
3,9.76,26.59,0.0,0.0,1
0,34.39,14.52,0.0,0.0,0
0,29.59,22.13,0.0,0.0,1
0,29.82,21.12,0.0,0.0,1
3,9.23,19.98,0.0,0.0,1
0,12.95,27.74,0.0,0.0,1
0,13.31,26.16,0.0,0.0,1
1,21.45,16.58,0.0,0.0,1
3,24.55,28.68,0.0,0.0,2
3,19.26,24.42,0.0,0.0,2
0,19.97,22.51,0.0,0.0,1
0,6.76,19.55,0.0,0.0,0
1,15.89,32.81,0.0,0.0,1
0,10.5,27.12,0.0,0.0,1
2,10.77,24.94,0.0,0.0,1
1,20.9,16.79,0.0,0.0,1
1,24.0,30.39,0.0,0.0,1
1,19.55,24.44,0.0,0.0,1
1,20.24,22.53,0.0,0.0,1
3,5.2,19.99,0.0,0.0,1
2,14.08,35.54,0.0,0.0,1
0,9.02,27.71,0.0,0.0,0
1,9.26,25.46,0.0,0.0,1
0,20.86,16.63,0.0,0.0,0
0,24.73,28.51,0.0,0.0,1
2,19.94,23.08,0.0,0.0,1
1,20.61,22.25,0.0,0.0,1
3,7.63,19.29,0.0,0.0,1
0,16.64,32.35,0.0,0.0,1
0,11.32,25.48,0.0,0.0,1
1,11.57,24.61,0.0,0.0,1
3,5.28,20.21,0.0,0.0,1
3,8.8,33.69,0.0,0.0,1
0,7.33,28.08,0.0,0.0,0
3,22.74,16.74,0.0,0.0,1
3,22.26,24.42,0.0,0.0,2
0,4.41,20.75,0.0,0.0,0
1,8.86,29.59,0.0,0.0,1
0,67.63,6.92,0.0,0.0,0
0,60.39,9.72,0.0,0.0,0
3,11.38,20.09,0.09,0.0,2
3,14.99,30.35,0.03,0.0,2
3,3.77,22.05,0.0,0.0,1
1,8.4,33.31,0.0,0.0,1
0,14.52,18.64,0.13,0.0,0
1,15.56,24.81,0.0,0.0,1
1,4.64,21.1,0.0,0.0,1
1,7.01,27.68,0.0,0.0,1
3,26.19,15.4,0.22,0.0,1
2,23.88,23.43,0.0,0.0,1
3,6.88,19.98,0.0,0.0,1
